Rank,Address,Address_Nametag,Quantity,Percentage,Value
850,0x259009c798d93420f67631a1232b3f0e25fb9485,,160.1360809,0.00%,$95.38
851,0x9b4ac77c5810dc9065027dd47f96b362129b8715,,160,0.00%,$95.30
852,0x129bfe4c3e8eafc66c8e15933223acad9479b72b,,159.7115728,0.00%,$95.13
853,0x7a0f6e20c21ff1485ebb378a529062bdd4aee6f3,,159.5345866,0.00%,$95.02
854,0xe5f85fbb3f6940c4245f449d074b1765d2772c84,,159.4691417,0.00%,$94.98
855,0x39176583a78443a64cd12ee18f8318dd8ed1268a,,159.13,0.00%,$94.78
856,0x93df7079ee069459735080d6ef10a7bd0ed9aa6d,,158.706901,0.00%,$94.53
857,0xd11ce48ae32375d6d12acd95c0d030186d373ac3,,158.3377654,0.00%,$94.31
858,0xade6da97f5cd9346ecc3c2a3d83eb177c16054c6,,157.3854336,0.00%,$93.74
859,0xa51e9f37acc7ba450c547457caee669bada33693,,157.2117843,0.00%,$93.64
860,0x702c11254fb64a084c6dd170c9844196de1448d9,,155.1491747,0.00%,$92.41
861,0x74aac24f165433577f5651fccab3d8609bb6ffbd,,155.093693,0.00%,$92.38
862,0x61c034f6daf23296d6d6743851f45276a7990784,,155.0176798,0.00%,$92.33
863,0x7dced9c8cd3100bb84947ae0c8cf57d4273cecf0,,154.8553583,0.00%,$92.24
864,0x6a10670b54624f979abc962cc04c91a6cdee72f6,,154.5763603,0.00%,$92.07
865,0x81c239167910d64706bf112afec21d3c0d254326,,154.45,0.00%,$92.00
866,0x0ca9c002ab5634f5c26e08f593d0c64fbb3b237b,,154.4331066,0.00%,$91.99
867,0xc9769474be2db30d1943483045d60fa0eede43d9,,154.307778,0.00%,$91.91
868,0xcd0b0aee446c17988525fe9645ccf93622e50d17,,154.3025269,0.00%,$91.91
869,0x2ec0a34de9e2f9577e20b39fbb9f85106cf2e768,,154.0483734,0.00%,$91.76
870,0x9b7c7873edc3090c8878da277a95776ba8b3878b,,153.9495872,0.00%,$91.70
871,0xb6a3944abc1d9de46981f9ebaba13ddbe781df32,,153.7581794,0.00%,$91.58
872,0x2a8a5d6869985a81b689cd6cff6cca525c43b89c,,153.427402,0.00%,$91.39
873,0x9fb8580802e476cc99c8bff4f6e9015620a62440,,153.3615015,0.00%,$91.35
874,0x87a27e00adb5ee2a86e12d3f9ba3db0349e4a711,,153.3191644,0.00%,$91.32
875,0x2cfdaf42ff124d4ac566e734ca173f9cdef19b31,,153.2607762,0.00%,$91.29
876,0xdd7ae666e25f409133cf2347a6889e2be263c4aa,,153.0354896,0.00%,$91.15
877,0xed71a656438ddf3fbdcc90ed716e7c5fbeb51fe7,,152.8659463,0.00%,$91.05
878,0x4a183b7ed67b9e14b3f45abfb2cf44ed22c29e54,Zerion: Multisig,152.6813572,0.00%,$90.94
879,0xe40fb98b75942755cd5176a0fad3198d0211e672,,152.4859259,0.00%,$90.83
880,0x7e8c41703737647baf1516ace2183a50d3c45478,,152.3,0.00%,$90.71
881,0x1337498c6d7cdc081999558cb22975d4b82c338e,,152.24,0.00%,$90.68
882,0x7881d85fc7f07661203717c62ab1a51a5d94466c,,151.6502231,0.00%,$90.33
883,0x41cc24b4e568715f33fe803a6c3419708205304d,,151.3435239,0.00%,$90.15
884,0xea1b0f218a07b0a9905890dc7fec9d5d340bc981,,151.3090649,0.00%,$90.12
885,0xd372412a9fb5289c84946219276b621d0d19f1c4,,150.5856987,0.00%,$89.69
886,0xcbf66fcfa378b0d80611827ee960f31109331372,,150.5674728,0.00%,$89.68
887,0x0a457dc56a1146a58ed55412d763222978d5a6b5,,150.4838076,0.00%,$89.63
888,0xc244b33221a30b25b1c43330e3c5a07824d7a876,,150.23746,0.00%,$89.49
889,0xe1481f4b227c7f5a10590c4c9ac0637b9563728a,,150.0003041,0.00%,$89.34
890,0xdf22fcbc1b5f6ca60b6c51bf3c18647146e77c4d,,150,0.00%,$89.34
891,0xee15ff07cec2970d36739862b8524a6d2a57f355,,149.8214333,0.00%,$89.24
892,0xecca53828d3cc6dc1ffbdad81ea62c85210a9020,,149.6199112,0.00%,$89.12
893,0xd7939d5787c954d352453c929d8c36ab92970fd9,,149.3043384,0.00%,$88.93
894,0x3d5773b53f0dba797aef2d4c1d4536b57a4dd28b,,148.9718572,0.00%,$88.73
895,0xeaa218e1fbda17d193e9df3fa74b7a36f4c4fc0f,,148.4007864,0.00%,$88.39
896,0xc3d631a2c1a31c5671c16db450945555f3ab0774,,148.0675918,0.00%,$88.19
897,0x245db6932c705639eac9ce6f37e844333f48d585,,147.43569,0.00%,$87.82
898,0x12da4f2755c7f4aaeb3620a09648888387da04f6,,146.6153521,0.00%,$87.33
899,0x565a30c82a1aa13e73a9f398a0a8937ae206462b,,146.2190253,0.00%,$87.09
900,0x6d2c75a229db9e5b8b7dd958715c3ba393fae059,,146.2172912,0.00%,$87.09
901,0x0d6c65719e7208d15e2d1e0025a6fd1993614a47,,145.1062023,0.00%,$86.43
902,0x0563752b1152a1862937a48e35b12b80ef8878c7,,144.8776751,0.00%,$86.29
903,0xf15d05d3b97bf778ef35403e197a5c28774ff0a3,,144.5084134,0.00%,$86.07
904,0xb9d6a8df2cafe9c7d17c1399f55d1d08f189a40b,,144.4686576,0.00%,$86.05
905,0x6c18d0ff458a7d10ce729a1e7b71d83e35888a4a,,144.2582538,0.00%,$85.92
906,0xc14f9c054f4f9c0d01740db3e4bcd2659516c765,,144.182,0.00%,$85.88
907,0x492edcfb92aa1672736a591d3dc9a22a03eeff04,,143.9303525,0.00%,$85.73
908,0x618a7b9ec9f94ef3f593910ea7d9231ff068d51d,,143.665353,0.00%,$85.57
909,0x8d0c98b753da130a0fa5aab2275eebdf4dd10f54,,143.4844342,0.00%,$85.46
910,0x4d001f4dfff4f54523de94f45287c60dde78d5f1,,142.994012,0.00%,$85.17
911,0x3a4c2c9374aa418aa05975cd8c3212bd4ecb5f55,,142.9581203,0.00%,$85.15
912,0x119501aa553876171e73990cc179f7ac609e9695,,142.1635113,0.00%,$84.68
913,0x18387d229cdbfeaa30da66de334c5e2c7ce5dc3e,,141.702129,0.00%,$84.40
914,0xdaab9dd5ffad2585b18fecd40e14d051cfc04363,,141.2672238,0.00%,$84.14
915,0xc6604dccb56da0c1666bf31224dd2d94017e9420,,141.0974494,0.00%,$84.04
916,0xf26da79170de126949a4f8b440b1143ab2ebc12b,,140.0086094,0.00%,$83.39
917,0xea7e7aa1446ffc1f859a291f46be6d247d6ebe12,,140,0.00%,$83.39
918,0xab5abfdd2c088091663edc510208dde3545cf697,,140,0.00%,$83.39
919,0x34bd4eeef8257a3d5d77aa5420e7fb332cdd07a6,,139.9615572,0.00%,$83.37
920,0x2757187a3a07a54ecc7f53c6e1170124b47e921f,,139.3375032,0.00%,$82.99
921,0x783780af7edbe07c1677a33b2f5c616e26e153f7,,139.2478545,0.00%,$82.94
922,0xbbf7b0f59dd8c59e67eeb4fcbbd02daf088ed8c3,,138.7715801,0.00%,$82.66
923,0xc334cd8582cbd15f1f76b1ef875e561b622fb3eb,,137.85,0.00%,$82.11
924,0xece170d83df4372d224f4fead493a3a5fc7fa99b,,136.91,0.00%,$81.55
925,0x8197079a5e8315d59faeff4100bc24efc6568252,,136.1580791,0.00%,$81.10
926,0x1f1767c53e41e73a146c5980d8877eb5a59cec1b,,136.0549561,0.00%,$81.04
927,0x440a635c2ce23272a579ee4de7c053a624533275,,135.7125943,0.00%,$80.83
928,0xef0932fc1733f3a4361ba5486ac75fe56776a0aa,,135.3151116,0.00%,$80.60
929,0x3486a9110e2c39d90f6c13835682e259d5c7165d,,134.6384132,0.00%,$80.19
930,0x87b04ed9df286782435235c0592944b4f5935486,,134.5882654,0.00%,$80.17
931,0x1b76b50b98c729ec6d2cd2dda7411961b093d1a4,,134.5012098,0.00%,$80.11
932,0xda8c160be326e2f67e147e1b0bc4e5010677a168,,134.039229,0.00%,$79.84
933,0xf3ace9b031000b9b2a9a2a1e38c10815601c1331,,133.7727059,0.00%,$79.68
934,0xed2d790515f0eb29172f1fe2dabd958a87a04fd3,,133.425,0.00%,$79.47
935,0xcdc1ed544570216ba6fd1c34201f1c0fd591f7af,,133.287679,0.00%,$79.39
936,0xa6a338a04ef2bf70851871bdcd3cc7803e6f6ee3,,133.1341621,0.00%,$79.30
937,0x997c0d2f1d46557481073a49b1f1ca11f45961cb,,133.02,0.00%,$79.23
938,0x077c33a1f7f628d620725c5ebf59257ec5bdc93b,,132.3493588,0.00%,$78.83
939,0x137e1c0e9af01849cdde124ebabfc52c1f434a3c,,132.2540749,0.00%,$78.77
940,0x4d3ebdfd7cac72362a11b164820819e4fc02fd05,,131.8900716,0.00%,$78.56
941,0xcb13ded4ed645a3546524cb36efae78c5c8fb0ac,,131.5444554,0.00%,$78.35
942,0x90b3761ff7a6dd6b890186a134639c008329c8f9,,131.486582,0.00%,$78.32
943,0xa930d7494dfa42b14066ecc1b4cb75e0c4eb09ed,,130.77,0.00%,$77.89
944,0xe44195b6b5604886ea53973c2ddf990854089aaa,,130.4586222,0.00%,$77.71
945,0x6ac1e6afb2084d1507290d0a131c2a14daded011,,130.3800552,0.00%,$77.66
946,0x9bafb6b3710d69d2cc6e560d274cdd8e731d1c35,,130,0.00%,$77.43
947,0x4b02b2d27c8360f40bf1a3d135dbe95ac9360e58,,129.9634734,0.00%,$77.41
948,0xf9e6910b1779e42d871ef8dc230d7b4f893962bf,,129.9368557,0.00%,$77.39
949,0xfc0f1382f8523f6b4a75e0165027ec99ef56bcc6,,129.714569,0.00%,$77.26
950,0x71ef8693e0c5991414f56fced27656d958d86a90,,128.84171,0.00%,$76.74
951,0xa7edf97e7998de170f97d7d4317625cff7bbbcb9,,128.5026133,0.00%,$76.54
952,0x01cb39640424e1fa7cfd36d413516254b88a44bd,,128.4627605,0.00%,$76.52
953,0x4476c596819f9c2aca2f99e285c815c4a4570fdd,,128.2333423,0.00%,$76.38
954,0x3ac6fc03cb3893c47941412597e4ec621921e1ba,,127.792,0.00%,$76.12
955,0xb6d8aec083fad97b6a0c59f13c3b7c419af68bf1,,127.27,0.00%,$75.81
956,0xd2e1559d7c27cdf852c3eaa06c32621cf518da96,,127.010513,0.00%,$75.65
957,0x3eb92ecee1feae5b17934aca81dd6648c2cfe752,,126.1592495,0.00%,$75.14
958,0xffbf0e1c114919178c94c5a72c121380c843bd2d,,126.1043897,0.00%,$75.11
959,0x8696b6cc92b860dceadaaf647f0b7b9e2d19eb57,,126.0411574,0.00%,$75.07
960,0x89f1801ce1650e67070b6cb19e8047bf62e44cca,,126,0.00%,$75.05
961,0x9ed073a31d556c6e1375bcc62a7f3f982b3b6054,,125.8303389,0.00%,$74.95
962,0x031a3ed0471e4d0c31f3652c513a3fc6f039fd79,,125.8013634,0.00%,$74.93
963,0xf10a2dfc89f8b318144659abc25e96a3573beed6,,125.7961705,0.00%,$74.93
964,0x0c927454e152ec8591033545c82aef795a05115a,,124.6087769,0.00%,$74.22
965,0x544c8c4d8e04287767030478f9454d2e0a42a7dd,mahan2020.x,124.1366467,0.00%,$73.94
966,0xb02973c9d0e2d9cf0b30601e1bd316bd2de7595a,,123.6461337,0.00%,$73.65
967,0xb2b23221d233bedddc825c6fb485040e5ee26f0c,,122.9772674,0.00%,$73.25
968,0xaaa69b7ddf774040c45ec8bd601939edf89f5cd9,,122.8669671,0.00%,$73.18
969,0x6a0a5eecc9de63bf0b466062c8f14ba9dbe0813f,,122.7546658,0.00%,$73.12
970,0xd81b19077beabcd1900f371611e26af6fa243d49,,122.5697594,0.00%,$73.01
971,0x0c8188fb034457655d78e14ff4797c50e24c3083,,121.2295013,0.00%,$72.21
972,0x50a5445174d39350d8310314539f0157ddb6159a,,120.7622189,0.00%,$71.93
973,0xf6dc4d753e663bf2ae79cf61f3509f916528068d,,120.6719162,0.00%,$71.88
974,0x387b00f2a077c15686291f29cdf52939a1693abb,,120.271,0.00%,$71.64
975,0x632917b7d86cc115a31390b2fa948617d9958bd0,,120.1642559,0.00%,$71.57
976,0xe7ee5a3a7e0c9114a0d39f53619bad9ec7466068,,119.9116433,0.00%,$71.42
977,0xe11d035f6f3381a1919f7c3bc6267b5fb18b6d5a,,119.3763581,0.00%,$71.10
978,0x04a1925a6ab8e38c84a4a9dc3aac670e000496b2,,118.7998477,0.00%,$70.76
979,0x045cd0cee4a08e655474097859ce5ba4bf90c3ea,,118.613423,0.00%,$70.65
980,0xbe1d583f435414d3950830f89638986caa72f461,,117.7040798,0.00%,$70.11
981,0xb9aab051af8ff6495535cca78fe240d4e451fa50,,117.6481212,0.00%,$70.07
982,0xfe08945f392cf1873f2c5b1bd7c7401e452153a8,andybut0101.wallet,117.5745324,0.00%,$70.03
983,0xe9b90586d799fd48558bae44ef759e4f794f35ba,,117.3185347,0.00%,$69.88
984,0x44a1f2013f4a02c3d92d099fab6ee6de66aa556a,,117.3182667,0.00%,$69.88
985,0xb40ce57c88f2c75928dcb2f12c6c8169ed988e08,,116.8602146,0.00%,$69.61
986,0x48e00074281ed29fe57b0fdfd58fab89ea2d8dc1,,116.8064979,0.00%,$69.57
987,0x4c3a44fcd70306bf25302506177e74f61bd749f6,,116.6527391,0.00%,$69.48
988,0xb3260a8a221c17dd81f2e3396cbb7ea2dc2a08de,,116.6303389,0.00%,$69.47
989,0x05022c77bb7f3b775b82efd8bc43d9d05a56537b,,116.3370443,0.00%,$69.29
990,0x53d6891407986475b2fb6f79d580c5f93f48aa2a,,116.2554052,0.00%,$69.25
991,0x4e397f3fb714825a5b67b2ecd0c50060d381b201,,116.2326237,0.00%,$69.23
992,0xe5280ea9448aa640fed1097ec6e286520087c9f1,,116.03,0.00%,$69.11
993,0x53a2091681b4fbe0935b04e06b27062a8c143560,,115.8624139,0.00%,$69.01
994,0xdd01980563e5230a01f95f8372360c1abf731034,,115.5862916,0.00%,$68.85
995,0x1ad52d19100a689cca27923fe7092e005ee9daf5,,115.3954727,0.00%,$68.73
996,0x3474dd0978816fb06f378d843efb5c0ff8f1411a,,115.2145637,0.00%,$68.63
997,0xe82e37102ce95929def4ac4dde4a6be1dccb3c08,,115.103954,0.00%,$68.56
998,0xf22c5d919bb6dd3b020fd187b504250bb607d125,,115.1006489,0.00%,$68.56
999,0xfcae8fbaabb5336d8f4ddd76e6542fd6b89be68e,,115.0377824,0.00%,$68.52
1000,0x85df04927b38f01a73f2c17e9d72bda8b943813f,,114.864507,0.00%,$68.42
